ID Easting Northing Altitude Retro Angle Distance UTC Long Lat Pic
2192338.0 735373.668 3752248.583 285.168 0.847 -0.03458 12.404000000000002 69060.6455 -84.454990378 33.884349505 334
2192339.0 735373.667 3752248.587 285.04 0.855 -0.044860000000000004 12.415 69060.64553 -84.454990387 33.884349538 334
2192340.0 735373.667 3752248.584 284.912 0.835 -0.055139999999999995 12.42 69060.64557000001 -84.454990388 33.884349508 334
2192412.0 735373.575 3752248.506 285.683 0.831 0.00645 12.077 69060.65869 -84.454991401 33.884348827 334
2192413.0 735373.57 3752248.537 285.558 0.827 -0.0038299999999999996 12.110999999999999 69060.65872 -84.454991448 33.884349114 334
2192414.0 735373.57 3752248.53 285.434 0.835 -0.01411 12.107000000000001 69060.65875 -84.454991443 33.88434905 334
2192415.0 735373.567 3752248.549 285.308 0.855 -0.024390000000000002 12.13 69060.65879 -84.454991473 33.884349217 334
2192416.0 735373.568 3752248.539 285.184 0.855 -0.03468 12.126 69060.65882000001 -84.454991464 33.884349129 334
2192417.0 735373.567 3752248.546 285.059 0.855 -0.04496 12.14 69060.65885 -84.454991477 33.884349191 334
2192418.0 735373.563 3752248.571 284.932 0.784 -0.05524 12.174000000000001 69060.65887999999 -84.454991515 33.88434942 334
2295032.0 735181.227 3752518.008 286.509 0.796 0.057870000000000005 14.878 69076.09044 -84.456997295 33.886820017 401
2295033.0 735181.227 3752517.992 286.356 0.812 0.047580000000000004 14.859000000000002 69076.09047000001 -84.456997304 33.88681988 401
2295134.0 735181.137 3752517.94 286.65 0.784 0.06825 14.575999999999999 69076.10371 -84.456998292 33.886819425 401
2295135.0 735181.135 3752517.93 286.499 0.831 0.05797000000000001 14.561 69076.10375 -84.456998315 33.886819339 401
2295136.0 735181.13 3752517.933 286.35 0.831 0.04768 14.561 69076.10377999999 -84.456998367 33.886819369 401
2295137.0 735181.127 3752517.929 286.2 0.796 0.0374 14.555 69076.10381 -84.456998402 33.886819333000005 401
2295237.0 735181.043 3752517.884 286.782 0.788 0.07843 14.288 69076.11699 -84.456999323 33.886818948 401
2295238.0 735181.043 3752517.866 286.634 0.788 0.06815 14.263 69076.11702 -84.456999324 33.886818784 401
2295239.0 735181.036 3752517.88 286.488 0.753 0.05786 14.272 69076.11705 -84.4569994 33.886818906 401
2295240.0 735181.034 3752517.868 286.341 0.827 0.047580000000000004 14.257 69076.11709 -84.456999418 33.886818806 401
2295241.0 735181.031 3752517.865 286.195 0.831 0.0373 14.252 69076.11712000001 -84.456999454 33.886818778 401
2295242.0 735181.03 3752517.854 286.048 0.804 0.02702 14.24 69076.11715 -84.45699947 33.886818675 401
2295340.0 735180.95 3752517.825 286.91 0.765 0.08871 13.997 69076.13027000001 -84.457000346 33.886818433 401
2295341.0 735180.95 3752517.805 286.765 0.827 0.07843 13.969000000000001 69076.1303 -84.457000342 33.886818255 401
2295342.0 735180.951 3752517.788 286.62 0.753 0.06815 13.945 69076.13033 -84.457000343 33.886818099 401
